term	articles	proposal
adhiṭṭhāna	10	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpabhava	10	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	10	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	10	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	9	keep in Pāḷi (drafts); IEBH to fix a rendering
atta	9	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhu	9	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	9	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	9	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	9	keep in Pāḷi (drafts); IEBH to fix a rendering
ticīvara	9	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	8	keep in Pāḷi (drafts); IEBH to fix a rendering
asaññasattabrahmā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhajhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
avigatapaccaya	8	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūtagāma	8	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpāda	8	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	8	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassa	8	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpanna	7	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetukapaṭisandhi	7	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	7	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpadhātu	7	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpasamāpatti	7	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacaravipāka	7	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhārika	7	keep in Pāḷi (drafts); IEBH to fix a rendering
asurakāya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	7	keep in Pāḷi (drafts); IEBH to fix a rendering
kappa	7	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	7	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	7	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarajjhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkheyya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhabhāvanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	6	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacara	6	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimagga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhacca	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	6	keep in Pāḷi (drafts); IEBH to fix a rendering
abhabba	5	keep in Pāḷi (drafts); IEBH to fix a rendering
abhāvanā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
abyaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
adosa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ahirika	5	keep in Pāḷi (drafts); IEBH to fix a rendering
akusala	5	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyāgāthā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarabrahmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhatadhātu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkheyyakappa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
assatara	5	keep in Pāḷi (drafts); IEBH to fix a rendering
avippavāsasīmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bījagāma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhundriya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaduccarita	5	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nimitta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sammādiṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsāra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sīlakkhandha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhumātaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāraviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpajja	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādavitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ahosikamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
amaravitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
arahatta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
araññakaṅga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasaṅgha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyavihāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyūpavādakamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
arūparāga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
asaññābhava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
assaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
avihiṁsāvitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjamānapaññatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ayutta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhipakkhiya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
brāhmaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavattī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhavedanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
garuḷa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kusala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyabhāvanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyagatāsati	4	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaphala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
micchādiṭṭhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasacca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sakya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sattapaññatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
suddhāvāsa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vimutti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ñātapariññā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abhihitakattā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhimaṅgala	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abyabhicāritasambandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetukakiriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetukavipāka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
amūḷhavinaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
araññasīmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyavohāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpataṇhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
assaji	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhanimitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhasaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
avigata	3	keep in Pāḷi (drafts); IEBH to fix a rendering
avitakkaavicāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvarūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāṇavāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacakka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaṁsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
hasituppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
hatthapāsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhividha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kalyāṇaputhujjana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kathina	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesamāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokadhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokantarika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggata	3	keep in Pāḷi (drafts); IEBH to fix a rendering
manokamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mūla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nikāya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
niyāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmindriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmāhāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paramatthasabhāva	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājikāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
rakkhasa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
satipaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvaravinaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sekkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sotaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
tīraṇapariññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upacārajhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upādānakkhandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīkamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vasībhāva	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vemānika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ācāra-ariya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
āmisa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
āsevanapaccaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhiti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhabbaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammadesanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammakathā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammatthasaṅgaha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhihitakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisamaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisambodhipaṭipatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhāvamatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhāvapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abrahmacariyavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abrahmañña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpajjha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpitadosa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādasaṅkappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
amataṁsuka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anotatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmiphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appanājhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appanāsamādhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattaphalapaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyavāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyuposatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpakammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpakasiṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpapaṭisandhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpapuggala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpasatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpaupapattibhava	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpavipāka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarabhūmi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asallekha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asamattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asammohasampajañña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅgaha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asekhañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asikkhitaasekkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asokārāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
assakaṇṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
assamedha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
assapura	2	keep in Pāḷi (drafts); IEBH to fix a rendering
assapāla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
assayuja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asādhāraṇañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atthanaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avibhūtārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avihiṁsādhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avihiṁsāsaṅkappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjādhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjānusaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjāsaṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjāyoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avikkhepa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avitakkajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavataṇhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catupārisuddhisīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittakkhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
itthibhāva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iṭṭhārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jarā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriyacetasika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
koṭṭhāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kālakañcika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaphalasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṭṭha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāsāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāthera	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manodvārāvajjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
