term	articles	proposal
byāpāda	6	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	6	keep in Pāḷi (drafts); IEBH to fix a rendering
dubbhāsita	6	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhānupassanāñāṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
maggañāṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
maṁsacakkhu	6	keep in Pāḷi (drafts); IEBH to fix a rendering
mettā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
moha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
māna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
niraya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	6	keep in Pāḷi (drafts); IEBH to fix a rendering
phoṭṭhabbārammaṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
samudayasacca	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattiphala	6	keep in Pāḷi (drafts); IEBH to fix a rendering
suta	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	6	keep in Pāḷi (drafts); IEBH to fix a rendering
tebhūmakasaṅkhāra	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
viriya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
ānisaṁsa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
antarāya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
atta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhupasāda	5	keep in Pāḷi (drafts); IEBH to fix a rendering
chanda	5	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhupādāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkara	5	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kahāpaṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kusala	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyika	5	keep in Pāḷi (drafts); IEBH to fix a rendering
maggasammādiṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābrahmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
methuna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sassata	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sati	5	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇapaññā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
akusala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dassanamagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhivisuddhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhasaññā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dānapāramī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
indriyasaṁvarasīla	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kathāvatthu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	4	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
mano	4	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nimitta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paccakkhaattabhāva	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pucchā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpataṇhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotaviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
tebhūmaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uccheda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upamā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upapattideva	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāñāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
yathākammūpagañāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇacakkhu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āsava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abhijjhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
akusalakammapatha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
alaṅkāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aniṭṭhārammaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
appicchatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasaṅgha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
attadiṭṭhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanāmagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāṇavāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasikadukkhavedanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dassanabhūmi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dassanapahātabba	3	keep in Pāḷi (drafts); IEBH to fix a rendering
devadhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
devagati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhicarita	3	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhigata	3	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhisaṁkilesa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhānusaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassindriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dosamūlacitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dovacassatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
drabya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhadukkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dvepañcaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dānakathā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhārammaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhividhañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
janaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammassakatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammassakatāñāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kathina	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kathā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyikadukkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maggapaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mattā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maṁsasota	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maṅgala	3	keep in Pāḷi (drafts); IEBH to fix a rendering
muta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mānasika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mūla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pamāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyāya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pasādasota	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pañcaviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṇātipāta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvaṇṇanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
soka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sucarita	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sudhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sukhavedanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
tejodhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
tāvatiṁsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upatthambhaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhāvedanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhosāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
akkosavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
antarakappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesanibbānadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anussati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asubha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attabhāva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atthanaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
caraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
caṅkama	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasikadukkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chaddanta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittappassaddhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
codanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cāgānussati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dasaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
daṇḍaupāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
daṇḍupāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhicetasika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhisampadāniddesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhivipatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhiyoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassasahagata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dosacarita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dosāgati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
duccaritasaṁkilesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dvattiṁsākāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dvihetukapaṭisandhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhakuṭī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
garuḷa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gāvuta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammakilesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammakāraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khantī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇalaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalakammapatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmavitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyabala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyappassaddhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
laya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
macchariya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggatajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāsaṅkappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māyā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbikappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nicca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
passāvamagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pattidāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paññācakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasammādiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rasārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saccānulomikañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saddārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammutideva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samudaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sappaccayanāmarūpaparicchedañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sarīradhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
satta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saviññāṇaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāravaṭṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhiñjita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tiracchānakathā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upapatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uposathasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīduccarita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vihesā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāpaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāsammādiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
virati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vīthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yogī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñātapariññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ādesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āghātavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āvāhamaṅgala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādasaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhimokkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
