term	articles	proposal
jātaka	9	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	9	keep in Pāḷi (drafts); IEBH to fix a rendering
akusalavipāka	9	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	9	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiya	9	keep in Pāḷi (drafts); IEBH to fix a rendering
chanda	9	keep in Pāḷi (drafts); IEBH to fix a rendering
sutta	9	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	8	keep in Pāḷi (drafts); IEBH to fix a rendering
nikāya	8	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmiphala	8	keep in Pāḷi (drafts); IEBH to fix a rendering
Anāthapiṇḍika	8	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccasaññā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayakamma	7	keep in Pāḷi (drafts); IEBH to fix a rendering
akaniṭṭha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
saññā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
vedanā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
agati	7	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	7	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	7	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimagga	7	keep in Pāḷi (drafts); IEBH to fix a rendering
aññamaññapaccaya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	7	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccānupassanā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kappabindu	6	keep in Pāḷi (drafts); IEBH to fix a rendering
duggati	6	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	6	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	6	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	6	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kahāpaṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
koṭi	6	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
anantariyakamma	6	keep in Pāḷi (drafts); IEBH to fix a rendering
animittaphalasamāpatti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kappiya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kappa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	5	keep in Pāḷi (drafts); IEBH to fix a rendering
akiriya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkucca	5	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
methuna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhakavagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
buddha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
atthipaccaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
adhammakamma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
visuddhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmimagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
tebhūmaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhāranimitta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipatipaccaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
etadagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
aggadakkhiṇeyyapuggala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutañāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmabhūmi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
gāvuta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
atimāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
micchādiṭṭhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
adinnādāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
adhimāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anattalakkhaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anantarapaccaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anabhijjhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anāvaraṇañāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
aniṭṭha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
niccanimitta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisamaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
akiriyasamuṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
alobha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsikā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāmagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokadhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikasaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
tika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādāparinibbāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mānatta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhigama	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhānapāramī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāvipassanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pācittiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anabhiratasaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbidānupassanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ājānīya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccalakkhaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
issā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
animittavipassanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
animittavihāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aniyatasikkhāpada	3	keep in Pāḷi (drafts); IEBH to fix a rendering
īti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paritta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abbhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṭhina	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammapatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmacariya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adosa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
garubhaṇḍa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimānavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipadā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yāgu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parivāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ākiñcaññāyatanajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
padaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attaniya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dvāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vihāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aññindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhakanipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
garudhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimaggaṭṭha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāpapañca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
akkhobhaṇī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikaasubhakammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikakammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manokamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atilobha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atītattika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atītārammaṇattika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attadiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attanimitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapaṭisambhidāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sabhāvadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedhasāsana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhicittasutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhānuposatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saddapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkhasaṁvarasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhisīlasikkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anabhiratisaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
Anamataggasaṁyutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ubhatobyañjanaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chandarāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgataṁsañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmiphalasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccakammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aniṭṭhārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
animittavimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
balavavipassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
micchattaniyāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammattaniyāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upakkilesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
osāraṇakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīkasiṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccuddhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abbhānakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
makara	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samānasaṁvāsaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uposathakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yāvakālika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yāmakālika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
virāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sattāha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesakāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
subha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sandiṭṭhika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kālika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āruppaviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṭattārūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kotūhalamaṅgala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
viggaha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khetta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṭṭhapuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gantha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
agamanasikkhāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
akusalakammapatha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sippa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyavaṁsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamaggaṭṭhapuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āsavakkhayañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghatthera	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānapasāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
devadhītā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samucchedappahāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
Māra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
udāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pasādarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ruci	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sampatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
peyyāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavāḷa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asubha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nissayapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pādakajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattiphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammassakatāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saccānulomikañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhāvedanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pārāyanavagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pariveṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
musāvāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāvicarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
tihetuka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhanipāta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upanāha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
micchatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṅkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunīsaṅgha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhusaṅgha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammavācā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhasaddajātaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhānajātaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uggahanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāganimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upacārajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhikasaññākammaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ucchedadiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalakammapatha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhisenajātaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanikkhepa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nigaṇṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garuḷa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aḍḍhavagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātakapāḷi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aḍḍhasutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
caṇḍāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccupaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hīnamāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
seyyamāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atireka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
avuttasamuccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyavohāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anariyavohāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
Sakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atītaṁsañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
