term	articles	proposal
nimitta	11	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabuddha	11	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	11	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	10	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesavaṭṭa	10	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	10	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputta	9	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānaviññāṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	9	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	9	keep in Pāḷi (drafts); IEBH to fix a rendering
saññā	9	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgha	9	keep in Pāḷi (drafts); IEBH to fix a rendering
vīriya	9	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	8	keep in Pāḷi (drafts); IEBH to fix a rendering
gantha	8	keep in Pāḷi (drafts); IEBH to fix a rendering
garubhaṇḍa	8	keep in Pāḷi (drafts); IEBH to fix a rendering
garudhamma	8	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesamāra	8	keep in Pāḷi (drafts); IEBH to fix a rendering
rāga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	8	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
chanda	7	keep in Pāḷi (drafts); IEBH to fix a rendering
gaṇabhojana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhaparinibbāna	7	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	7	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	7	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	7	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	6	keep in Pāḷi (drafts); IEBH to fix a rendering
akusala	6	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
cetanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
geyya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
gāha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇḍasīmā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalavipāka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	6	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
samādhi	6	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vedanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
gahapati	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānāyatana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
gāmasīmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
methuna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pācaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayakukkucca	5	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattaphala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
devī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
gāmakhetta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhakavatta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesaparinibbāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	4	keep in Pāḷi (drafts); IEBH to fix a rendering
māyā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
niraya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
phala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rasārammaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upadhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āmisa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhiti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavāḷa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
chandarāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakkhandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhāyatana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
garu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gatinimitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānindriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kahāpaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammapatha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammavaṭṭa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kecivāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
khalupacchābhattika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhamāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesagocchaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lahuka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maccumāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
padapūraṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
palibodha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pariveṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṁsukūla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
rakkhasa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
satipaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vāsanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāramāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asura	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avadhāraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassavedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gahapatikuṭi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gatapaccāgatavatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gaṇuposatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ghāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānadvāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānasamphassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gocchaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kattā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṇṭhaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khantipāramī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇikappahāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khemavitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesantarāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
koṭi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkuṭajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kuṭi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
loka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāvāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
moha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
muhutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccuppanna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paduma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pasāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīdhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pācittiya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tejodhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
titthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādānakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
veyyākaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
virati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetuka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccasaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusāsanīpāṭihāriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aparakāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apāyabhūmi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attabhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atthuppatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṇḍaja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavarāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅgakhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhipakkhiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmadaṇḍa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
buddhuppādanavamakkhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhundriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
carita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
chaṭṭhī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cuṇṇiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhanita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duggati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaggatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ekuppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gamikavatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gamiyabhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gamiyavatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garukaduka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gatimāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gaṇapavāraṇā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gaṇañatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghanasaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānadasakakalāpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghānaviññāṇadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gilānabhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gocarasampajañña	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāṭihāriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
indriyapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jalābuja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jarā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātikhetta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammabhava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kappiyabhaṇḍa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhakammaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhanibbāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhattika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhavaṭṭa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khattiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇapaccuppanna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇikanirodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇḍacakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇḍanimittasīmā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesaduka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesagantha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesagocarapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesanīvaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesūpadhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kuhanavatthu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kuhanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalakammapatha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalamūlatika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalapada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalasaṅkappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalasīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalavipākacakkhuviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmabhūmi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmarāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmayoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāsīmā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manodhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maṅgala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mettā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāmagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
muta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pabbajja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pahānakicca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paritta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
parivāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pañcaviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamāruppaviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhiviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
petī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
peyyāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷimuttaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭidesanīya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭihāriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakkhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūḷhī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sammappadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
santatipaccuppanna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sattamī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sañcaritta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvaṇṇanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sekhiyavatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhamānā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sithila	1	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassavedanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sucarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
suta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇerī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
tatiyā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāsaṅkilesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
tādi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uddesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhāvedanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uppādakhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upādinnaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāpaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīkamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthukāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipākavaṭṭa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visesana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
visuddhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vodāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vyatireka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vārittasīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vīthi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yamaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ādesanāpāṭihāriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ādikāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ārammaṇādhipatipaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
āvajjana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
