term	articles	proposal
sīla	9	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiya	8	keep in Pāḷi (drafts); IEBH to fix a rendering
nimitta	8	keep in Pāḷi (drafts); IEBH to fix a rendering
papañcasaññā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	8	keep in Pāḷi (drafts); IEBH to fix a rendering
sammappadhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
samāpatti	8	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsanapaṭṭhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
arahant	7	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacara	7	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
hāra	7	keep in Pāḷi (drafts); IEBH to fix a rendering
khandha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
vedanā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	7	keep in Pāḷi (drafts); IEBH to fix a rendering
dosa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimagga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
devī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pattapiṇḍikadhutaṅga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhānapaṭisambhidāñāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
puṇḍarīka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhāra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasacca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapaṭisambhidāñāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacara	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviveka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
maggañāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
netti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmapaññatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
padabyañjana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṇṇāsa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhavīrūpa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhiviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
phoṭṭhabbārammaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samantapaṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uggahanimitta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vacanattha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
viggaha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anantanaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapada	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavattī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
desanāñāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthāpāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jātaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiyasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabuddha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pavatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṇṇattivajjasikkhāpada	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamapurisa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhicittuppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhiñāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhiṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisaṅkhāñāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samādhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sasambhāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṇṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭadukkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vīriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ākāsānañcāyatana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appanājavana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamaggañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bahiddhapaṭhavīdhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
byañjanapada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cātumahārājika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhigata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaggatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kabaḷīkāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammavācā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesaparinibbāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmaguṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyapasāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lobhamūla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttaramagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāpavāraṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāsaṅgāyanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nirutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccuppanna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
padaparamapuggala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
padaṭṭhānahāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pakati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pamāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariveṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīdhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīkhaṇanasikkhāpada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṇipātasaraṇagamana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamāvibhatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhikicca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisāraṇīyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedhadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpāvacarajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhārakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattiphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tabbhāva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uddesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uggaha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiseka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
acelaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhigama	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniyata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anulomapaṭiccasamuppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anurakkhaṇapadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusāsanī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apaṇṇakapaṭipadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appanājhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhyeyyakappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asekkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
assāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asādhāraṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atthavikappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bali	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅgacitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhedūpacāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanāpadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanāpaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūtarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhiñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byatireka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bāhusacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavāḷa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhāyatana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catubyūhahāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cintāmaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
citta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittaja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cuticitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
desanāpaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakaraka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakkhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaccanīya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhigatasampayutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhijukamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dosamūla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duggati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhasacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dutiyajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gammamāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhakuṭi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhakuṭī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garuḷa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hetupaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
javanavīthi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kathina	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāraka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
luttaniddiṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggatajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāpadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāvipāka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manodvāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
methuna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāvāyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
natthibhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nekkhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nerutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nettipaññattihāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
neyyapuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
niraya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
niyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
okāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pabhedapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pabhusatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabodhiñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
padabhāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
padapāṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
padhānasaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pahānappadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyattisāsana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pavattidukkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pavattinimittapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paññattihāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paññāmāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamabodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāgakasiṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāgūpanidhāpaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhānasambhidāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭilomadesanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭilomanaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭilomapañcaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭilomapaṭiccasamuppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipattisāsana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhipañhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisanthāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisaṅkhānappahāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭissavadukkaṭa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedhapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
phalañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pubbenivāsābhiññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pucchā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
purimavassa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pādacetiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāmojja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭhasesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭimokkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rakkhasa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpanāmasaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutaññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sabhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saccadhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samaṇabrāhmaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sambandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samuppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁkilesabhāgiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvarappadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
seyya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sota	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sutamaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvakapāramī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
thullaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
titikkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ugghaṭitaññūpuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upamā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upapattipaṭisandhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
