term	articles	proposal
vedanā	12	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	12	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	11	keep in Pāḷi (drafts); IEBH to fix a rendering
nikāya	11	keep in Pāḷi (drafts); IEBH to fix a rendering
rāga	11	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	11	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	10	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	10	keep in Pāḷi (drafts); IEBH to fix a rendering
catusaccakammaṭṭhāna	10	keep in Pāḷi (drafts); IEBH to fix a rendering
cittasaṅkhāra	10	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	10	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	10	keep in Pāḷi (drafts); IEBH to fix a rendering
phala	10	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	10	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgha	10	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsana	10	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	9	keep in Pāḷi (drafts); IEBH to fix a rendering
catubyūhahāra	9	keep in Pāḷi (drafts); IEBH to fix a rendering
catusantatirūpa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
nāga	9	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	9	keep in Pāḷi (drafts); IEBH to fix a rendering
sammappadhāna	9	keep in Pāḷi (drafts); IEBH to fix a rendering
sati	9	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	9	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	9	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	9	keep in Pāḷi (drafts); IEBH to fix a rendering
chaḷaṅgupekkhā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
cāgādhiṭṭhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	8	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	8	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
chandādhipati	7	keep in Pāḷi (drafts); IEBH to fix a rendering
cittānupassanā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
cutūpapāta	7	keep in Pāḷi (drafts); IEBH to fix a rendering
cārittasīla	7	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
kappa	7	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññatti	7	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	7	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
sampajañña	7	keep in Pāḷi (drafts); IEBH to fix a rendering
vesārajja	7	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāṇavāra	6	keep in Pāḷi (drafts); IEBH to fix a rendering
cetopariyābhiññā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
chandāgati	6	keep in Pāḷi (drafts); IEBH to fix a rendering
codaka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
devī	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kusala	6	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
mettā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
phassāyatana	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sampatti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
samāpatti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	6	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
utu	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattikāyatana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
asādhāraṇañāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhudhātu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthāruppajjhāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasikasukha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cintāmayañāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
cittekaggatā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dibbacakkhu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
manāyatana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīduccarita	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīviññatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vipallāsa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvappadhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmavihāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
buddha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bāhirāyatana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhudasakakalāpa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇadhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇavīthi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cariyā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
catukkajjhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthāruppa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
catuvagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
catuvokārabhūmi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cetokhila	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajavāyodhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cittiddhipāda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
desanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	4	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	4	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kattukamyatā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
lokadhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
moha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
mānatta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
niraya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipadā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sammādiṭṭhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samphassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saññāsaṅkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotaviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ticīvarika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmiphala	3	keep in Pāḷi (drafts); IEBH to fix a rendering
appanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhyeyya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asurinda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
atta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapada	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aññāṇacariyā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuvatthu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
catumahārāja	3	keep in Pāḷi (drafts); IEBH to fix a rendering
catupārisuddhisīla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cetovinibandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
chandiddhipāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
chaṭṭhāyatana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
citta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittaja	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cīvarapalibodha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacakka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
disā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhavedanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaggatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ekatta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāpadesa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nevasaññānāsaññāyatana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nevasaññānāsaññāyatanajjhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakkhandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
phassadvāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samantacakkhu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhacca	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇacariyā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vāyodhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇacariyā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anabhiratasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anicce dukkhasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccānupassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamaggasammādiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpabhūmi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asubha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhānupassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
buddhacakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
byañjanapada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavattī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catudhātuvavatthāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catusaccadesanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catuvesārajja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catuvokārabhava	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiyaṅgaṇavatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cetovimutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajamahābhūta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajapathavīdhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittakkhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittavisuddhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittavivekabhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittādhipati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cāgānussati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhe anattasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dānacetanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekuppādatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
evaṁdhammatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpathacakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
javanavīthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kinnara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kinnarī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmaguṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahākappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maraṇasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maṁsacakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
muditā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nakkhatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nicca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nimitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nānatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pahānasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paññācakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paññādhiṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
piṇḍapāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pucchā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkhasaṁvarasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saccādhiṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saddāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samantapaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samathabhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samathavipassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammappadhānavīriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samudaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃvega	2	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassavedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotadvāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
subha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
suddhāvāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
suta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇerī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tatiyajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tejo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upasamādhiṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādārūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīkamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthurūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayadhara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāsammādiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
virāgasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vārittasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāyo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yamaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āhārepaṭikūlasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āpo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āsava	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āvajjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āyukappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhibhāyatanajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammapiṭaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhijjhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhijjhākāyagantha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisamaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhammarāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhimokkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
alobha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
animittācetovimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
antarakappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anulomapaccanīya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusandhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aparacetanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appamāṇācetovimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appanāpattamettā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appicchā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyaphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arucisaṁsūcana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarasamāpatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asammohasampajañña	1	keep in Pāḷi (drafts); IEBH to fix a rendering
assāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asurakāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atricchā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attaniya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attanomati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attavādupādāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atthapaṭisambhidā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aññamañña	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṇḍaja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhakathākaṇḍa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
