term	articles	proposal
jivhāyatana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pahāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhiti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
brāhmaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cīvarapalibodha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānaanāgāmī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhindriya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāsamphassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jātijarāmaraṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kappa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
koṭi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmabhūmi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rasārammaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ñātapariññā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ājīvaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhādvāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitarūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacara	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maṅgala	3	keep in Pāḷi (drafts); IEBH to fix a rendering
muddhaja	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyāya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṁsukūla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
rāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññuta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sammappadhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaññākāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vīthi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
yamaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñeyya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñeyyadhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñātivitakka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇavivaṭṭañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ālaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhapanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhānāṭhānañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anubandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bahussuta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāṇavāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cavagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
caṅkama	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chandapārisuddhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cutikhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cutūpapātañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dibbasotābhiññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhavedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekaggatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhakuṭi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
janapadavitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jarādukkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānānāgāmī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhādasakakalāpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jātirūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitanavakakalāpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kahāpaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāvitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
micchāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
napuṁsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmajīvitindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pahānasampadā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pavatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṇḍaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiloma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisaṅkhāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phalañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāsaṇḍa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpajīvitindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saddapavattanimitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sakadāgāmī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sambandhī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampajañña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samādānacetanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sattaloka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāravaṭṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvega	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhārupekkhāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṅkhaṇuppattiñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
titthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upatthambhaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīkamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vajira	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatticatutthakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatticatutthakammavācā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñattidutiyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñattikamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇasaccā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇasampadā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇavippayutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āvāsapalibodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisambodhiñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiseka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhigama	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipatipaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāvaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāvaraṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacara	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkheyyakappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
avippaṭisāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aññindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhayañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅgakkhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmabhūmi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
brāhmaṇavāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavattī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhusamphassa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
caraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cariyā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catupārisuddhisīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cetopariyañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
chabbaggiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
chaḷaṅgupekkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittakkhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittutrāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
codanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cārittasīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cātumahārājika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānudhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammārammaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ekuppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gantha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ghaṭanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gottamāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hatthapādakukkucca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
indriyaparopariyattañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
itthindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jagaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jaratā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jarāmaraṇanirodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jarāmaraṇanirodhagāminīpaṭipadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jarāmaraṇasamudaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānacetanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānupekkhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhādhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāmūlaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāviññāṇadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātidukkha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātimaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātissarañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātithera	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātivippayutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvabhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvikasutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitabhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitachakkakalāpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriyasutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kalala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammabhava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammavipākañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkucca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kusala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmogha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyadasakakalāpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggabhāvanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggānantaraphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābrahmā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahākappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahākiriyā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāvipāka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
majjhattārammaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manasikāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manodvāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
micchā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
moha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
muccitukamyatāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mukhamagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nevasaññānāsaññāyatana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbidāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakkhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nānākkhaṇikakammapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ojā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
opapātika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pacceka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabodhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabodhiñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pacchimakoṭṭhāsa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
palibodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
papañca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāracoḷa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
passāvamagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
payatana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paññindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paññāpāramī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhānañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
peyyāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
piṇḍapāta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
purisindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
puññābhisaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pādakajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkhasaṁvarasīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rasa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpāvacara	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpāvacarajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saccā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sakkāyadiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
samaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sammādiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sammāsambuddha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
