term	articles	proposal
dhammakamma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammuddhacca	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānupassanā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dosa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
micchā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
moneyya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
natthika	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nānattasaññā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sammādiṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sattaloka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vedanā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakathika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaṭisambhidāñāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānudhamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
moha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
mūlaṭīkā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ojā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabuddha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saññākkhandha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvāsa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhārakkhandha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sivathikā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ārammaṇapaccaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anatta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anumānañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅgaha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakkhandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammasaṁvega	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammavicayasambojjhaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammādhiṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānussati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātukammaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātumanasikāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātuparinibbāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jarāmaraṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kakkhaḷa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kusalakammapatha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmaguṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacara	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasucarita	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nahetupaccaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nayasamuṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmarūpavavatthānañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ottappa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paritta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedhañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pubbabhāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pucchā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samādānacetanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvaṇṇanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgaha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimaggañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
svākkhātatā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
uccheda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanākammaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ālaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
āsava	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adosa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
agati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattikadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anusandhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamaggañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpabhūmi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
attha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhaṅgikamagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catuvesārajjañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chandarāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittakkhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dasabalañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
desanādhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
desanāvāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadesanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadesanāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaccanīyapaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammavinaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammavitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammaṭṭhitiñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānusārī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhura	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
etadagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hetupaccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hiri	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hirī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesakāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kosajja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmavitakka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahākaruṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
majjhimapaṭipatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mātugāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nagarasīmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
natthipaccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nānākkhaṇikakammapaccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
obhāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ovāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccanīka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyattidhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṁsukūla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipadā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pubbenivāsānussatiñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sabhāvadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sabhāvanirutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sahottappañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sajjhāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammāsaṅkappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sanniṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
satta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
satti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sattāvāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattimagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sukhumarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
suta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tejodhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upasagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
utu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vihārasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vikāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāyo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vīthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yamaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñeyyadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiseka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abyaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abyāpādavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggupaṭṭhikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
agāriyapaṭipadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsayadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anabhijjhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anagāriyapaṭipadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anumāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusayayamaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuṭīkā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
araṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamaggañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyaphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūparāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asura	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asādhāraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attabhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
atthuppatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
avihiṁsāvitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhaṅgika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhaṅgikaariyamagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bahiddhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bahussuta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavacakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhayāgati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvappadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmavihāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpādavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bāhiradhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhudhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
carita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cariya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catupārisuddhisīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhānasamādhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cetovimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
chaasādhāraṇañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
chandāgati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
citta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajapathavīdhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
codaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
desanāpaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputtamāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacetiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadesanāpaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadesanāpaṭibhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadesanāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammadāyāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammagārava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaccanīyānulomapaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapadhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaṭisambhidā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammapaṭisanthāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammataṇhā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatārūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatāsīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammābhisamaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammānudhammapaṭipatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhurabhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅgacetanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātudesanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātuduka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātuvavatthāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dosacarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
