term	articles	proposal
abyākata	4	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattaphala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kaliyuga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kammantarāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇaparikamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kattukāraka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṭattārūpa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmayoga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarakamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarasugatibhūmi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyabhāvanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasaṅkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇadhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāganimitta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sutta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vevacana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
Māra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ghāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammadhāraya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammanimitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammappavacanīya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammassakatañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kappiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
karajarūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇākicca	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇanimitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇapaññatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṅkhāvitaraṇañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kiccādhikaraṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kālasampatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kālavipatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmasugatibhūmi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarajavana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasaṁsagga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasaṁsaggarāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyikasukha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
macchariya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
manodhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
manokamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakkhandha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīdhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidāpatta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpabhūmi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sota	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sādhana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
uggahanimitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upadhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upapattibhava	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
viññatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetuka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
antarakappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anumodanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
apalokanakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appamāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkheyyakappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhānasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chadvārikavīthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
chaḷabhiñña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittaviveka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
devī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammacchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
etadagga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
garuḷa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hatthapāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
haṁsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajatejo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammalakkhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammassakatāñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇakāraka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇasādhana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇavibhatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇābhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kattukamyatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kattusādhana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kayavikkayasikkhāpada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkucca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kuṭī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmakilesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmarāgānusaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmasaṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmupadhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarakiriyacitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kārita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyadasaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyagatāsatikammaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyamoneyya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasamphassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasaṁsaggasikkhāpada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyavacīcittasaṅkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyavicchandaniyakathā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaviññāṇadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyānupassanābhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyānupassanāsatipaṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttarabhūmi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahākappa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manodvārāvajjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ojā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pasāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pañcadvārāvajjana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṇātipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭihāriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rakkhasa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpabhava	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakalāpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samathabhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassavedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tajjanīya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhādiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tejodhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tihetuka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upasāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsikā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vīthi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatticatutthakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ñattidutiyakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āmisalābha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammapiṭaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adinnādāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetukadiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattasantāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajātapathavī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
akappiyapathavī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
alaṅkāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anantarapaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anantariyakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anubandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāmantacāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appamaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appiccha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyaphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpabhava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpabhūmi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpāvacarakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asubha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
attakāmapāricariyasikkhāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
avinibbhogarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaddakappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavarāga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvadasaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūmi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūtarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpādadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkaratana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catubbidhasaṅghakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catusamuṭṭhānikarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasikakhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasikasukhavedanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajavāyodhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
copanakāya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cāritta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dasabalañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakathika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dibbacakkhu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhicchanda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dosacarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duṭṭhullavācāsikkhāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dvihetuka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ekatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garukakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
garukāpatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gatinimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
guṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hadayavatthu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hasituppāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hitacchanda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
itthibhāva	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jambunada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jarā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānasukha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāpasāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jātapathavī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammabyatihāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammadvāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammahetukathā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaja	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajamahābhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajatejodhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammakattā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammantasampadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammapaccayasatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammapaccayautujarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammasamaṅgī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammasaṅkhepa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
