term	articles	proposal
samādhi	12	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	12	keep in Pāḷi (drafts); IEBH to fix a rendering
paccuddhāra	12	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattaphala	11	keep in Pāḷi (drafts); IEBH to fix a rendering
vassa	11	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhāpada	11	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	11	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	11	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	11	keep in Pāḷi (drafts); IEBH to fix a rendering
vīriya	10	keep in Pāḷi (drafts); IEBH to fix a rendering
appamāṇa	10	keep in Pāḷi (drafts); IEBH to fix a rendering
anottappa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
mettā	9	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	9	keep in Pāḷi (drafts); IEBH to fix a rendering
parinibbāna	9	keep in Pāḷi (drafts); IEBH to fix a rendering
saññā	9	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
pavārita	9	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamagga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
arahant	8	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	8	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	8	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
apuññābhisaṅkhāra	8	keep in Pāḷi (drafts); IEBH to fix a rendering
buddha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	7	keep in Pāḷi (drafts); IEBH to fix a rendering
niggahīta	7	keep in Pāḷi (drafts); IEBH to fix a rendering
māna	7	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	7	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
jātaka	7	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
deva	7	keep in Pāḷi (drafts); IEBH to fix a rendering
appanājavana	7	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
phoṭṭhabba	7	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
parivāsa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādinna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	6	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sacca	6	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhuppatti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vikappanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
lakkhaṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paññatti	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nāga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pubbabhāgapaṭipadā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upanissaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhādiṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kammajarūpa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
avijjā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
anussati	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmaguṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	5	keep in Pāḷi (drafts); IEBH to fix a rendering
desanā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipadā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vasībhāva	5	keep in Pāḷi (drafts); IEBH to fix a rendering
appaṭihatañāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
appamaññā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pamāṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vihāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasamāpatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rasa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āsava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
puññakiriyavatthu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyakamma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
apādāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
iṭṭhārammaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāpaṇidhi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
appanājhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmavihāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
appāṇakajjhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
chanda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
utu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paccupaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ojā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
yojana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbavipassanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayadhara	3	keep in Pāḷi (drafts); IEBH to fix a rendering
padaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anubodhañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anumānañāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭigha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paccanīka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nidāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kappa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhudhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmadhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pariññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upacārasīmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṁsukūla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
santāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
aparāpariyavedanīyakamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
atta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
parinipphanna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
amarāvikkhepa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyasamācāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mokkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthurūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
appaṭikūlasaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhānupassanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
appanāsamādhi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vipallāsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bījagāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
majjhimapaṭipadā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammarāja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adosa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sakkāyadiṭṭhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
osāraṇakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
suttanta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ājīvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
purejāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariveṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cuticitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tija	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāraja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiyavipākanāmakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
utuja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādinna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kabaḷīkāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phassāhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manosañcetanāhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇāhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādinnarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kaṭattārūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
udayabbaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbavihāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattiphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
purohita	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhiti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anuppādanirodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sayambhūñāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāravaṭṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiloma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramatthasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anuvādādhikaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yathānusandhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhānusaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yamaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsayadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ejā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anottappacetasika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uccheda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sassata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mānatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kathina	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khaṇḍasīmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokiya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pakatatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccayuppanna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vikāla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ācariyavāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesamāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parāmāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manokamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīkamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīsamācāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
palāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
palibodha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
piṇḍapātadhutaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āneñjābhisaṅkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āmisa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampayutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
codaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisaṅkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisanthāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttarajhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamādhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yañña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammoha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gāmasīmā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ākāsakasiṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uttarimanussadhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ukkhepanīyakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catupārisuddhisīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asubhakammaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vuṭṭhānagāminīvipassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anunayasaṁyojana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmarāgasaṁyojana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesakāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nāsikaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anunāsikaṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupakhajjasikkhāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyagatāsati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupadavagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupadasutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upadhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upanisa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sahajāta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upasāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
udayabbayānupassanāñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gotrabhuñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jivhāpasāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upādānakkhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesaparinibbāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādārūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upādārūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipākanāmakkhandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upatthambhakasatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
desacārī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbanirodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbapaṭipadā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbapassaddhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbavihārasamāpatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupubbavipassanāvihāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
udayabbayañāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
Abhidhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dānakathā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sīlakathā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuppannapaññatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyaphala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpāvacarajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuppādeñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anubandha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāsāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pakatisāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭivedha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
veneyyajjhāsaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anumānubuddhiñāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anumāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anumodanāgāthā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anukaraṇasadda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sakya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dibbacakkhu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
etadagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkucca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahaggatacetovimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appamāṇacetovimutti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājikāpatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhaṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anulomajavana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
suttantamahāpadesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
piṭaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayamahāpadesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhipakkhiya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanābhāvanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāpadesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
codanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
papañca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kathānusandhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
vinicchayānusandhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rāgānusaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
sanniṭṭhānasaṁsaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusayayamaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusayavagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
satti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusāsika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anussatiṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anussativagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ñatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kalāpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
saddapavattinimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhānasamādhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāraviññāṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
padasodhammasamuṭṭhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
