term	articles	proposal
gāthā	13	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	13	keep in Pāḷi (drafts); IEBH to fix a rendering
niraya	13	keep in Pāḷi (drafts); IEBH to fix a rendering
sattaloka	13	keep in Pāḷi (drafts); IEBH to fix a rendering
sikkhā	13	keep in Pāḷi (drafts); IEBH to fix a rendering
vedanā	13	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	13	keep in Pāḷi (drafts); IEBH to fix a rendering
vāda	13	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccatā	12	keep in Pāḷi (drafts); IEBH to fix a rendering
samāpatti	12	keep in Pāḷi (drafts); IEBH to fix a rendering
sutta	12	keep in Pāḷi (drafts); IEBH to fix a rendering
vijjā	12	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	12	keep in Pāḷi (drafts); IEBH to fix a rendering
bhava	11	keep in Pāḷi (drafts); IEBH to fix a rendering
chanda	11	keep in Pāḷi (drafts); IEBH to fix a rendering
nimitta	11	keep in Pāḷi (drafts); IEBH to fix a rendering
sacca	11	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	10	keep in Pāḷi (drafts); IEBH to fix a rendering
dhātu	10	keep in Pāḷi (drafts); IEBH to fix a rendering
pīti	10	keep in Pāḷi (drafts); IEBH to fix a rendering
samādhi	10	keep in Pāḷi (drafts); IEBH to fix a rendering
tajjanīyakamma	10	keep in Pāḷi (drafts); IEBH to fix a rendering
tatiyajjhāna	10	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	9	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkha	9	keep in Pāḷi (drafts); IEBH to fix a rendering
hetu	9	keep in Pāḷi (drafts); IEBH to fix a rendering
nāga	9	keep in Pāḷi (drafts); IEBH to fix a rendering
pamāṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
tejokasiṇa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭa	9	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmimagga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattamagga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
atta	8	keep in Pāḷi (drafts); IEBH to fix a rendering
aṅga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhuppatti	8	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
dhutaṅga	8	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	8	keep in Pāḷi (drafts); IEBH to fix a rendering
javana	8	keep in Pāḷi (drafts); IEBH to fix a rendering
jhānasamāpatti	8	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhāna	8	keep in Pāḷi (drafts); IEBH to fix a rendering
micchādiṭṭhi	8	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsāra	8	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsāra	8	keep in Pāḷi (drafts); IEBH to fix a rendering
sīmā	8	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāñāṇa	8	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	7	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅga	7	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
lobha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
micchā	7	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabuddha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	7	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭiccasamuppāda	7	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	7	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	7	keep in Pāḷi (drafts); IEBH to fix a rendering
sati	7	keep in Pāḷi (drafts); IEBH to fix a rendering
sucarita	7	keep in Pāḷi (drafts); IEBH to fix a rendering
ticīvarika	7	keep in Pāḷi (drafts); IEBH to fix a rendering
uppāda	7	keep in Pāḷi (drafts); IEBH to fix a rendering
Buddha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	6	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	6	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	6	keep in Pāḷi (drafts); IEBH to fix a rendering
loka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
lokuttara	6	keep in Pāḷi (drafts); IEBH to fix a rendering
phala	6	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭihāriya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
saddhā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyanā	6	keep in Pāḷi (drafts); IEBH to fix a rendering
therī	6	keep in Pāḷi (drafts); IEBH to fix a rendering
theyyasaṁvāsaka	6	keep in Pāḷi (drafts); IEBH to fix a rendering
tihetu	6	keep in Pāḷi (drafts); IEBH to fix a rendering
tikajhāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
upāya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vagga	6	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhiti	6	keep in Pāḷi (drafts); IEBH to fix a rendering
attakilamatha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
devaputta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
gāha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaja	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭhamajjhāna	5	keep in Pāḷi (drafts); IEBH to fix a rendering
peta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pāramī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sammādiṭṭhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghādisesa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
sukha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāvicarita	5	keep in Pāḷi (drafts); IEBH to fix a rendering
tiracchānakathā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
toraṇa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvappadhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāṇavāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
catukkajhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
chandarāga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
codanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dibbacakkhu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
jīvitindriya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kusala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmaguṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
loluppataṇhā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nipāta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
parikkhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
passāvamagga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
pavāraṇā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
puthujjana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samphassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samādhibhāvanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyana	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhata	4	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpanna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
taruṇavipassanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
tebhūmaka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
thambha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
titthiya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
tīraṇapariññā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
uddhacca	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upamā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
yogī	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ñāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
Abhidhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adosa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattadaṇḍa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
alobha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
amoha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
asura	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhummattha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavāḷa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
carita	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittakkhaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dvāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhārammaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammadhārayasamāsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kammavācā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kicca	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
koṭi	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyagatāsati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
lokadhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
makkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
manodhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mātikā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
niddhāraṇattha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
parivāsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pathavīdhātu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
payoga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭipatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pācaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pārājika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pātimokkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
samāsa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sasaṅkhārika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
satipaṭṭhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmyattha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
taddhammopacāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhakkhaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāchanda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
tejokasiṇajjhāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
theravāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
theyyacitta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ubhatobyañjanaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upapattibhava	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
virati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
visesana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
āvajjana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetuka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
akiriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
akusala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anatta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anukaḍḍhana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
appanāsamādhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
arahattaphalasamāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyamaggapaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
asaññasattabhūmi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
atidesa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṅgajāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṇḍaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhakathā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanācittuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmacariya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
buddhakkhetta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhupasāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
catutthajjhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dosasahagatacittuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhasacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīlya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gandhabba	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jīraṇatejo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kammattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kasiṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kattattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kattukamyatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmarāgānusaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmataṇhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacaracittuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lobhasahagatacittuppāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mahāthera	2	keep in Pāḷi (drafts); IEBH to fix a rendering
majjhimapurisa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manoviññāṇadhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mattā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maṅgala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
natthibhāvapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
natthika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nicca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nimittattha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nisīdana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nīvaraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paduma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pakati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pakkhantara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
papañca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parakkama	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paramatthadhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parideva	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paritta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariññeyya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paññindriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhāganimitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
phassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
purisa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāḷi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṭidesanīya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sabbaññutañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sadisa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammasana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammāpaṭipatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampadāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
santappanatejo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sattāhakālika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁsedaja	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅghathera	2	keep in Pāḷi (drafts); IEBH to fix a rendering
soka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sugati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tajjāpaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tatramajjhattatā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhakkhayavimutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
taṇhāsaṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tebhūmakavaṭṭa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tejokasiṇanimitta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
thāvarapayoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
tikamutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uccheda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upadhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhāvedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upāsaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vacīsacca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthukāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭadukkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
veneyya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vevacana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayadhara	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāpaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viññāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāyo	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vāyodhātu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ākaḍḍhana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ārammaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āsavakkhaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
āyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhammabhājanīya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
accantaniṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhicitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhigama	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhisīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhivāsanakhanti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhiṭṭhānapāramī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattikatejo	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattikāyatana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
alaṅkāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccānupassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniyamanipāta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniṭṭhārammaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
antaravāsaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
antarāparinibbāyī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
antimavatthu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anuloma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anulomika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesanibbānadhātu	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anusāsanī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāpatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apadāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aparacetanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appamāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
