term	articles	proposal
sabbaññutañāṇa	6	keep in Pāḷi (drafts); IEBH to fix a rendering
satta	6	keep in Pāḷi (drafts); IEBH to fix a rendering
sāsana	6	keep in Pāḷi (drafts); IEBH to fix a rendering
uposatha	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vimāna	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vinaya	6	keep in Pāḷi (drafts); IEBH to fix a rendering
vāda	6	keep in Pāḷi (drafts); IEBH to fix a rendering
anubyañjana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
asubha	5	keep in Pāḷi (drafts); IEBH to fix a rendering
dhamma	5	keep in Pāḷi (drafts); IEBH to fix a rendering
gāthā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
jātaka	5	keep in Pāḷi (drafts); IEBH to fix a rendering
maggasacca	5	keep in Pāḷi (drafts); IEBH to fix a rendering
micchā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nekkhammapāramī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
nimantanabhatta	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paccaya	5	keep in Pāḷi (drafts); IEBH to fix a rendering
pañcamī	5	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisandhi	5	keep in Pāḷi (drafts); IEBH to fix a rendering
purisa	5	keep in Pāḷi (drafts); IEBH to fix a rendering
saṃsāra	5	keep in Pāḷi (drafts); IEBH to fix a rendering
upekkhā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
vicikicchā	5	keep in Pāḷi (drafts); IEBH to fix a rendering
āvajjana	5	keep in Pāḷi (drafts); IEBH to fix a rendering
apādāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
apāya	4	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhuppatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
bhavaṅga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
brāhmaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhuviññāṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
cetasika	4	keep in Pāḷi (drafts); IEBH to fix a rendering
chandarāga	4	keep in Pāḷi (drafts); IEBH to fix a rendering
dussīla	4	keep in Pāḷi (drafts); IEBH to fix a rendering
gati	4	keep in Pāḷi (drafts); IEBH to fix a rendering
itthi	4	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhaparinibbāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
manodvāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
neyyapuggala	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbidānupassanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbānadhātu	4	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpārammaṇa	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samatha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sammattaniyāma	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samuṭṭhāna	4	keep in Pāḷi (drafts); IEBH to fix a rendering
samādānacetanā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhāranimitta	4	keep in Pāḷi (drafts); IEBH to fix a rendering
sāmaṇera	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upacāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
upacārasīmā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vibhatti	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vipāka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
vitakka	4	keep in Pāḷi (drafts); IEBH to fix a rendering
yakkha	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āhāra	4	keep in Pāḷi (drafts); IEBH to fix a rendering
āsava	4	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭīkā	4	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
adhikaraṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
alaṅkāra	3	keep in Pāḷi (drafts); IEBH to fix a rendering
anusaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ariya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaṅgakkhaṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
byāpāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkavatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkhu	3	keep in Pāḷi (drafts); IEBH to fix a rendering
caṇḍāla	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cetanā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cetiya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
cittuppāda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
dāna	3	keep in Pāḷi (drafts); IEBH to fix a rendering
jarā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kathina	3	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmacchanda	3	keep in Pāḷi (drafts); IEBH to fix a rendering
magganiyāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
mahābhūta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nesajjikaṅgadhutaṅga	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbedhikapaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
niccasaññā	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nidānuddesa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nipphannarūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
nissayapaccaya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ogha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paccekabuddha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paramattha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paribbājaka	3	keep in Pāḷi (drafts); IEBH to fix a rendering
pavatta	3	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭibhānapaṭisambhidāñāṇa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
petī	3	keep in Pāḷi (drafts); IEBH to fix a rendering
phalasamāpatti	3	keep in Pāḷi (drafts); IEBH to fix a rendering
sacca	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saraṇagamana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅgāyana	3	keep in Pāḷi (drafts); IEBH to fix a rendering
saṅkhata	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upaddava	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upajjhāya	3	keep in Pāḷi (drafts); IEBH to fix a rendering
upakkilesa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthurūpa	3	keep in Pāḷi (drafts); IEBH to fix a rendering
vimokkha	3	keep in Pāḷi (drafts); IEBH to fix a rendering
virati	3	keep in Pāḷi (drafts); IEBH to fix a rendering
yāvakālika	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ñeyyadhamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ānantariyakamma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
ārāma	3	keep in Pāḷi (drafts); IEBH to fix a rendering
abhisaṅkhāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhimokkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipati	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhāsaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anicca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādāvimutti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmiphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyaphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasāvaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avadhāraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
avīci	2	keep in Pāḷi (drafts); IEBH to fix a rendering
aṭṭhakathā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cittajarūpa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
cuti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dabba	2	keep in Pāḷi (drafts); IEBH to fix a rendering
devī	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammakathika	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammavinaya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
duka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukanipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkhavedanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
dvāra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ekanipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
gocarāsevana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
hadayavatthu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
iriyāpatha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
janaka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
jāti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
karuṇā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
khandhupadhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesakāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kilesupadhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmarāga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmupadhi	2	keep in Pāḷi (drafts); IEBH to fix a rendering
lokāmisa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggapaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maggaṅga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
manāyatana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
maraṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
mettā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
māra	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nekkhammasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nibbattikamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
niccapavattivattamāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
niccasīla	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nippapañca	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nirodhasaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nissaraṇapahāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nisīdanasanthatasikkhāpada	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nāmakāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
nīghasutta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paccavekkhaṇañāṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parikamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
parivāsa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pariyattidhamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pasāda	2	keep in Pāḷi (drafts); IEBH to fix a rendering
paṭisambhidā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
puñña	2	keep in Pāḷi (drafts); IEBH to fix a rendering
pāṇātipāta	2	keep in Pāḷi (drafts); IEBH to fix a rendering
rūpakkhandha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saddapaññatti	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sakkāya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammattaniyata	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sammukhā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sampaṭicchana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sattaloka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvaṇṇanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁvega	2	keep in Pāḷi (drafts); IEBH to fix a rendering
saṁyojana	2	keep in Pāḷi (drafts); IEBH to fix a rendering
somanassa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
sotāpattiphala	2	keep in Pāḷi (drafts); IEBH to fix a rendering
uppādakkhaṇa	2	keep in Pāḷi (drafts); IEBH to fix a rendering
upādāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
utu	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vatthukāma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vaṭṭadukkha	2	keep in Pāḷi (drafts); IEBH to fix a rendering
veneyya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vinayakamma	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vipassanāpaññā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viriya	2	keep in Pāḷi (drafts); IEBH to fix a rendering
viveka	2	keep in Pāḷi (drafts); IEBH to fix a rendering
vuṭṭhānagāminīvipassanā	2	keep in Pāḷi (drafts); IEBH to fix a rendering
yoga	2	keep in Pāḷi (drafts); IEBH to fix a rendering
ṭhāna	2	keep in Pāḷi (drafts); IEBH to fix a rendering
abhidhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abhiññeyya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
abyākata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhicitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipatipaccaya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhipaññā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
adhisīla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aggasāvaka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ahetukadiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ajjhattikarūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
akiriyadiṭṭhi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
akālika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
amataṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aniccanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anikkhittavatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anupādisesanibbāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
anāgāmimagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
apaguṇajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
appanāsamādhibhāvanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyapuggala	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ariyasacca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpajhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
arūpajjhāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaññasatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhata	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhatalakkhaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asaṅkhataṭṭha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
assāsapassāsanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
asura	1	keep in Pāḷi (drafts); IEBH to fix a rendering
aṅgaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
balavavipassanā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhaddakappa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhikkhunī	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvanāmanasikāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhāvetabba	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bhūta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bodhisatta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bojjhaṅgasaṁyutta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
brahmaloka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
buddhānussati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byuppatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
byuppattinimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bālaputhujjana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
bījaniyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cakkaratana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cittaniyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cārittasikkhāpada	1	keep in Pāḷi (drafts); IEBH to fix a rendering
cīvara	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dakarakkhasa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dassana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
desanāhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammaniyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammasāmañña	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dhammatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhadhammanibbāna	1	keep in Pāḷi (drafts); IEBH to fix a rendering
diṭṭhadhammavedanīyakamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
domanassa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duccarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
duggati	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dukkaṭa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dutiyāvibhatti	1	keep in Pāḷi (drafts); IEBH to fix a rendering
dvihetuka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
ehipassika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
etadagga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
gatinimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
guṇūpacāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
hiri	1	keep in Pāḷi (drafts); IEBH to fix a rendering
iddhipāda	1	keep in Pāḷi (drafts); IEBH to fix a rendering
indriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
indriyabandharūpa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
isi	1	keep in Pāḷi (drafts); IEBH to fix a rendering
itthindriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
jeṭṭhāpacāyanadhamma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammabhava	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaniyāma	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kammaṭṭhānanimitta	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kappiyakāraka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
karaṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kathinuddhāra	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kathinuddhāramātikā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kiriyāvisesana	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kodha	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kukkucca	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāla	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmavitakka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāmāvacarapaṭisandhivipāka	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāraṇa	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāriya	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyaduccarita	1	keep in Pāḷi (drafts); IEBH to fix a rendering
kāyapāguññatā	1	keep in Pāḷi (drafts); IEBH to fix a rendering
liṅga	1	keep in Pāḷi (drafts); IEBH to fix a rendering
lokantarika	1	keep in Pāḷi (drafts); IEBH to fix a rendering
